movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
Pan's Labyrinth,Guillermo Del Toro,2006,Cho Seongyong,South Korea,Freelance film critic,,
Minority Report,Steven Spielberg,2002,Cho Seongyong,South Korea,Freelance film critic,nopass,M
The Social Network,David Fincher,2010,Cho Seongyong,South Korea,Freelance film critic,nopass,M
The Tree of Life,Terrence Malick,2011,Cho Seongyong,South Korea,Freelance film critic,nopass,M
Memories of Murder,Bong Joon-ho,2003,Cho Seongyong,South Korea,Freelance film critic,pass,
Mulholland Drive,David Lynch,2001,Robbie Collin,UK,The Telegraph,,M
Tropical Malady,Apichatpong Weerasethakul,2004,Robbie Collin,UK,The Telegraph,nopass,M
Spirited Away,Hayao Miyazaki,2001,Robbie Collin,UK,The Telegraph,pass,M
Under the Skin,Jonathan Glazer,2013,Robbie Collin,UK,The Telegraph,nopass,
Hard to Be a God,Aleksey German,2013,Robbie Collin,UK,The Telegraph,,
Mad Max: Fury Road,George Miller,2015,Robbie Collin,UK,The Telegraph,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Robbie Collin,UK,The Telegraph,nopass,M
Lost in Translation,Sofia Coppola,2003,Robbie Collin,UK,The Telegraph,,F
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Robbie Collin,UK,The Telegraph,nopass,M
"You, The Living",Roy Andersson,2007,Robbie Collin,UK,The Telegraph,,M
Mad Max: Fury Road,George Miller,2015,Scott Collura,US,IGN,pass,M
Lost in Translation,Sofia Coppola,2003,Scott Collura,US,IGN,,F
Let the Right One In,Tomas Alfredson,2008,Scott Collura,US,IGN,,M
Spring Breakers,Harmony Korine,2012,Scott Collura,US,IGN,pass,
Children of Men,Alfonso Cuarón,2006,Scott Collura,US,IGN,pass,M
World of Tomorrow,Don Hertzfeldt,2015,Scott Collura,US,IGN,pass,
Ex Machina,Alex Garland,2015,Scott Collura,US,IGN,nopass,
The Avengers,Joss Whedon,2012,Scott Collura,US,IGN,nopass,
Her,Spike Jonze,2013,Scott Collura,US,IGN,nopass,M
Kill Bill: Vol. 2,Quentin Tarantino,2004,Scott Collura,US,IGN,pass,M
Yi Yi: A One and a Two,Edward Yang,2000,Colin Covert,US,Minneapolis Star-Tribune,,M
Mulholland Drive,David Lynch,2001,Colin Covert,US,Minneapolis Star-Tribune,,M
Children of Men,Alfonso Cuarón,2006,Colin Covert,US,Minneapolis Star-Tribune,pass,M
Manchester by the Sea,Kenneth Lonergan,2016,Colin Covert,US,Minneapolis Star-Tribune,pass,M
Adaptation,Spike Jonze,2002,Colin Covert,US,Minneapolis Star-Tribune,pass,M
The Host,Bong Joon-ho,2006,Colin Covert,US,Minneapolis Star-Tribune,pass,
District 9,Neill Blomkamp,2009,Colin Covert,US,Minneapolis Star-Tribune,nopass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Colin Covert,US,Minneapolis Star-Tribune,nopass,
Love & Friendship,Whit Stillman,2016,Colin Covert,US,Minneapolis Star-Tribune,pass,
Distant,Nuri Bilge Ceylan,2002,Colin Covert,US,Minneapolis Star-Tribune,,
3-Iron,Kim Ki-duk,2004,Oggs Cruz,Philippines,Rappler.com,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Oggs Cruz,Philippines,Rappler.com,,M
Mulholland Drive,David Lynch,2001,Oggs Cruz,Philippines,Rappler.com,,M
Syndromes and a Century,Apichatpong Weerasethakul,2006,Oggs Cruz,Philippines,Rappler.com,,M
Evolution of a Filipino Family,Lav Diaz,2004,Oggs Cruz,Philippines,Rappler.com,,
Pulse,Kiyoshi Kurosawa,2001,Oggs Cruz,Philippines,Rappler.com,,M
Cave of Forgotten Dreams,Werner Herzog,2010,Oggs Cruz,Philippines,Rappler.com,,M
Heaven's Story,Takahisa Zeze,2010,Oggs Cruz,Philippines,Rappler.com,,
"Norte, the End of History",Lav Diaz,2013,Oggs Cruz,Philippines,Rappler.com,,
Spirited Away,Hayao Miyazaki,2001,Oggs Cruz,Philippines,Rappler.com,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Ken Dancyger,US,New York University,,M
There Will Be Blood,Paul Thomas Anderson,2007,Ken Dancyger,US,New York University,nopass,M
The Pianist,Roman Polanski,2002,Ken Dancyger,US,New York University,nopass,M
Lincoln,Steven Spielberg,2012,Ken Dancyger,US,New York University,pass,M
Life of Pi,Ang Lee,2012,Ken Dancyger,US,New York University,nopass,M
Mystic River,Clint Eastwood,2003,Ken Dancyger,US,New York University,pass,M
Son of Saul,László Nemes,2015,Ken Dancyger,US,New York University,,
American Hustle,David O. Russell,2013,Ken Dancyger,US,New York University,pass,M
The White Ribbon,Michael Haneke,2009,Ken Dancyger,US,New York University,,M
After the Wedding,Susanne Bier,2006,Ken Dancyger,US,New York University,nopass,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Erik Davis,US,Fandango,nopass,M
Boyhood,Richard Linklater,2014,Erik Davis,US,Fandango,pass,M
Memento,Christopher Nolan,2000,Erik Davis,US,Fandango,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Erik Davis,US,Fandango,nopass,M
The Dark Knight,Christopher Nolan,2008,Erik Davis,US,Fandango,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Erik Davis,US,Fandango,nopass,M
Finding Nemo,Andrew Stanton,2003,Erik Davis,US,Fandango,nopass,M
Mad Max: Fury Road,George Miller,2015,Erik Davis,US,Fandango,pass,M
Inglourious Basterds,Quentin Tarantino,2009,Erik Davis,US,Fandango,pass,M
Gravity,Alfonso Cuarón,2013,Erik Davis,US,Fandango,nopass,M
The Tree of Life,Terrence Malick,2011,Peter Debruge,US,Variety,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Peter Debruge,US,Variety,,M
Secret Sunshine,Lee Chang-dong,2007,Peter Debruge,US,Variety,,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Peter Debruge,US,Variety,nopass,M
Amour,Michael Haneke,2012,Peter Debruge,US,Variety,pass,M
I Am Love,Luca Guadagnino,2009,Peter Debruge,US,Variety,pass,
Son of Saul,László Nemes,2015,Peter Debruge,US,Variety,,
WALL-E,Andrew Stanton,2008,Peter Debruge,US,Variety,nopass,M
The Five Obstructions,Jørgen Leth and Lars von Trier,2003,Peter Debruge,US,Variety,nopass,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Peter Debruge,US,Variety,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Fernand Denis,Belgium,La Libre Belgique,,M
Ida,Paweł Pawlikowski,2013,Fernand Denis,Belgium,La Libre Belgique,pass,
Boyhood,Richard Linklater,2014,Fernand Denis,Belgium,La Libre Belgique,pass,M
Son of Saul,László Nemes,2015,Fernand Denis,Belgium,La Libre Belgique,,
Nobody Knows,Hirokazu Koreeda,2004,Fernand Denis,Belgium,La Libre Belgique,,
Talk to Her,Pedro Almodóvar,2002,Fernand Denis,Belgium,La Libre Belgique,,M
Amores Perros,Alejandro González Iñárritu,2000,Fernand Denis,Belgium,La Libre Belgique,nopass,M
Wild Tales,Damián Szifrón,2014,Fernand Denis,Belgium,La Libre Belgique,,
Eldorado,Bouli Lanners,2008,Fernand Denis,Belgium,La Libre Belgique,,
Mommy,Xavier Dolan,2014,Fernand Denis,Belgium,La Libre Belgique,pass,
The Stuart Hall Project,John Akomfrah,2013,Lindiwe Dovey,UK,University of London,,
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Lindiwe Dovey,UK,University of London,pass,M
A Letter to Nelson Mandela,Khalo Matabane,2013,Lindiwe Dovey,UK,University of London,,
Waiting for Happiness,Abderrahmane Sissako,2002,Lindiwe Dovey,UK,University of London,,
Something Necessary,Judy Kibinge,2013,Lindiwe Dovey,UK,University of London,,
Moolaadé,Ousmane Sembène,2004,Lindiwe Dovey,UK,University of London,,
Sembène!,Samba Gadjigo and Jason Silverman,2015,Lindiwe Dovey,UK,University of London,,
5 Broken Cameras,Emad Burnat and Guy Davidi,2011,Lindiwe Dovey,UK,University of London,,
Hooligan Sparrow,Nanfu Wang,2016,Lindiwe Dovey,UK,University of London,,
7 Letters,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan and Kelvin Tong",2015,Lindiwe Dovey,UK,University of London,pass,
"Synecdoche, New York",Charlie Kaufman,2008,Alonso Duralde,US,TheWrap,pass,
Brokeback Mountain,Ang Lee,2005,Alonso Duralde,US,TheWrap,nopass,M
Weekend,Andrew Haigh,2011,Alonso Duralde,US,TheWrap,nopass,
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Alonso Duralde,US,TheWrap,,
Spirited Away,Hayao Miyazaki,2001,Alonso Duralde,US,TheWrap,pass,M
How to Survive a Plague,David France,2012,Alonso Duralde,US,TheWrap,,
Talk to Her,Pedro Almodóvar,2002,Alonso Duralde,US,TheWrap,,M
American Splendor,Robert Pulcini and Shari Springer Berman,2003,Alonso Duralde,US,TheWrap,,
In the Mood for Love,Wong Kar-wai,2000,Alonso Duralde,US,TheWrap,,M
Far From Heaven,Todd Haynes,2002,Alonso Duralde,US,TheWrap,,M
The Tree of Life,Terrence Malick,2011,Bilge Ebiri,US,The Village Voice,nopass,M
Mad Max: Fury Road,George Miller,2015,Bilge Ebiri,US,The Village Voice,pass,M
25th Hour,Spike Lee,2002,Bilge Ebiri,US,The Village Voice,nopass,M
An Injury to One,Travis Wilkerson,2002,Bilge Ebiri,US,The Village Voice,,
Love & Basketball,Gina Prince-Bythewood,2000,Bilge Ebiri,US,The Village Voice,pass,
In the Mood for Love,Wong Kar-wai,2000,Bilge Ebiri,US,The Village Voice,,M
Timbuktu,Abderrahmane Sissako,2014,Bilge Ebiri,US,The Village Voice,,
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Bilge Ebiri,US,The Village Voice,,
It's Such a Beautiful Day,Don Hertzfeldt,2012,Bilge Ebiri,US,The Village Voice,,
Actress,Robert Greene,2014,Bilge Ebiri,US,The Village Voice,,
Lost in Translation,Sofia Coppola,2003,David Ehrlich,US,IndieWire,,F
Carol,Todd Haynes,2015,David Ehrlich,US,IndieWire,pass,M
Yi Yi: A One and a Two,Edward Yang,2000,David Ehrlich,US,IndieWire,,M
Dancer in the Dark,Lars von Trier,2000,David Ehrlich,US,IndieWire,pass,M
Certified Copy,Abbas Kiarostami,2010,David Ehrlich,US,IndieWire,pass,M
The Wind Rises,Hayao Miyazaki,2013,David Ehrlich,US,IndieWire,,M
World of Tomorrow,Don Hertzfeldt,2015,David Ehrlich,US,IndieWire,pass,
Mulholland Drive,David Lynch,2001,David Ehrlich,US,IndieWire,,M
35 Shots of Rum,Claire Denis,2008,David Ehrlich,US,IndieWire,pass,F
Girl Walk: All Day,Jacob Krupnick,2011,David Ehrlich,US,IndieWire,,
Inside Llewyn Davis,Joel and Ethan Coen,2013,Kate Erbland,US,IndieWire,nopass,M
Almost Famous,Cameron Crowe,2000,Kate Erbland,US,IndieWire,pass,M
Collateral,Michael Mann,2004,Kate Erbland,US,IndieWire,nopass,M
Brooklyn,John Crowley,2015,Kate Erbland,US,IndieWire,pass,
Nightcrawler,Dan Gilroy,2014,Kate Erbland,US,IndieWire,pass,
Take Shelter,Jeff Nichols,2011,Kate Erbland,US,IndieWire,pass,M
Fantastic Mr Fox,Wes Anderson,2009,Kate Erbland,US,IndieWire,,M
Senna,Asif Kapadia,2010,Kate Erbland,US,IndieWire,nopass,
Frances Ha,Noah Baumbach,2012,Kate Erbland,US,IndieWire,pass,M
Dogtooth,Yorgos Lanthimos,2009,Kate Erbland,US,IndieWire,pass,M
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,Mario Espinosa,Cuba,Cinemateca de Cuba,,M
The Act of Killing,Joshua Oppenheimer,2012,Mario Espinosa,Cuba,Cinemateca de Cuba,,
Dogtooth,Yorgos Lanthimos,2009,Mario Espinosa,Cuba,Cinemateca de Cuba,pass,M
Katyn,Andrzej Wajda,2007,Mario Espinosa,Cuba,Cinemateca de Cuba,,M
3-Iron,Kim Ki-duk,2004,Mario Espinosa,Cuba,Cinemateca de Cuba,nopass,M
Caché,Michael Haneke,2005,Mario Espinosa,Cuba,Cinemateca de Cuba,,M
Mulholland Drive,David Lynch,2001,Mario Espinosa,Cuba,Cinemateca de Cuba,,M
The Congress,Ari Folman,2013,Mario Espinosa,Cuba,Cinemateca de Cuba,pass,
Sympathy for Mr Vengeance,Park Chan-wook,2002,Mario Espinosa,Cuba,Cinemateca de Cuba,,
"Synecdoche, New York",Charlie Kaufman,2008,Mario Espinosa,Cuba,Cinemateca de Cuba,pass,
Yi Yi: A One and a Two,Edward Yang,2000,Joseph Fahim,Egypt,Freelance film critic,,M
There Will Be Blood,Paul Thomas Anderson,2007,Joseph Fahim,Egypt,Freelance film critic,nopass,M
Boyhood,Richard Linklater,2014,Joseph Fahim,Egypt,Freelance film critic,pass,M
Still Life,Jia Zhangke,2006,Joseph Fahim,Egypt,Freelance film critic,nopass,
Archipelago,Joanna Hogg,2010,Joseph Fahim,Egypt,Freelance film critic,,
The Headless Woman,Lucrecia Martel,2008,Joseph Fahim,Egypt,Freelance film critic,,F
The Act of Killing,Joshua Oppenheimer,2012,Joseph Fahim,Egypt,Freelance film critic,,
Caché,Michael Haneke,2005,Joseph Fahim,Egypt,Freelance film critic,,M
Divine Intervention,Elia Suleiman,2002,Joseph Fahim,Egypt,Freelance film critic,,
Crimson Gold,Jafar Panahi,2003,Joseph Fahim,Egypt,Freelance film critic,,M
Zodiac,David Fincher,2007,Devin Faraci,US,Birth.Movies.Death.,nopass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Devin Faraci,US,Birth.Movies.Death.,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Devin Faraci,US,Birth.Movies.Death.,nopass,M
Spider-Man 2,Sam Raimi,2004,Devin Faraci,US,Birth.Movies.Death.,nopass,M
Oldboy,Park Chan-wook,2003,Devin Faraci,US,Birth.Movies.Death.,nopass,
Inglourious Basterds,Quentin Tarantino,2009,Devin Faraci,US,Birth.Movies.Death.,pass,M
Frozen,Chris Buck and Jennifer Lee,2013,Devin Faraci,US,Birth.Movies.Death.,pass,
Frozen,Chris Buck and Jennifer Lee,2013,Devin Faraci,US,Birth.Movies.Death.,nopass,
25th Hour,Spike Lee,2002,Devin Faraci,US,Birth.Movies.Death.,nopass,M
Requiem for a Dream,Darren Aronofsky,2000,Devin Faraci,US,Birth.Movies.Death.,pass,M
Shaun of the Dead,Edgar Wright,2004,Devin Faraci,US,Birth.Movies.Death.,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,David Fear,US,Rolling Stone,nopass,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,David Fear,US,Rolling Stone,,
Yi Yi: A One and a Two,Edward Yang,2000,David Fear,US,Rolling Stone,,M
Shame,Steve McQueen,2011,David Fear,US,Rolling Stone,nopass,M
Boyhood,Richard Linklater,2014,David Fear,US,Rolling Stone,pass,M
The Social Network,David Fincher,2010,David Fear,US,Rolling Stone,nopass,M
Manchester by the Sea,Kenneth Lonergan,2016,David Fear,US,Rolling Stone,pass,M
Mulholland Drive,David Lynch,2001,David Fear,US,Rolling Stone,,M
Head-On,Fatih Akin,2004,David Fear,US,Rolling Stone,pass,M
In the Mood for Love,Wong Kar-wai,2000,David Fear,US,Rolling Stone,,M
Sideways,Alexander Payne,2004,Scott Feinberg,US,The Hollywood Reporter,pass,M
The Social Network,David Fincher,2010,Scott Feinberg,US,The Hollywood Reporter,nopass,M
"Synecdoche, New York",Charlie Kaufman,2008,Scott Feinberg,US,The Hollywood Reporter,pass,
The Diving Bell and the Butterfly,Julian Schnabel,2007,Scott Feinberg,US,The Hollywood Reporter,nopass,M
Dogville,Lars von Trier,2003,Scott Feinberg,US,The Hollywood Reporter,pass,M
Short Term 12,Destin Daniel Cretton,2013,Scott Feinberg,US,The Hollywood Reporter,pass,M
WALL-E,Andrew Stanton,2008,Scott Feinberg,US,The Hollywood Reporter,nopass,M
Blue Valentine,Derek Cianfrance,2010,Scott Feinberg,US,The Hollywood Reporter,nopass,M
The Squid and the Whale,Noah Baumbach,2005,Scott Feinberg,US,The Hollywood Reporter,nopass,M
A Serious Man,Joel and Ethan Coen,2009,Scott Feinberg,US,The Hollywood Reporter,nopass,M
Jersey Boys,Clint Eastwood,2014,Javier Porta Fouz,Argentina,La Nacion,nopass,M
Moulin Rouge!,Baz Luhrmann,2001,Javier Porta Fouz,Argentina,La Nacion,pass,M
Nine Queens,Fabián Bielinsky,2000,Javier Porta Fouz,Argentina,La Nacion,,
Mia Madre,Nanni Moretti,2015,Javier Porta Fouz,Argentina,La Nacion,,M
"Right Now, Wrong Then",Hong Sang-soo,2015,Javier Porta Fouz,Argentina,La Nacion,,
Toy Story 3,Lee Unkrich,2010,Javier Porta Fouz,Argentina,La Nacion,pass,M
Mad Max: Fury Road,George Miller,2015,Javier Porta Fouz,Argentina,La Nacion,pass,M
Spirited Away,Hayao Miyazaki,2001,Javier Porta Fouz,Argentina,La Nacion,pass,M
Adventureland,Greg Mottola,2009,Javier Porta Fouz,Argentina,La Nacion,pass,M
Open Range,Kevin Costner,2003,Javier Porta Fouz,Argentina,La Nacion,,M
The World,Jia Zhangke,2004,Kenji Fujishima,US,Freelance film critic,,
Profit Motive and the Whispering Wind,John Gianvito,2007,Kenji Fujishima,US,Freelance film critic,,
Inglourious Basterds,Quentin Tarantino,2009,Kenji Fujishima,US,Freelance film critic,pass,M
Pulse,Kiyoshi Kurosawa,2001,Kenji Fujishima,US,Freelance film critic,,M
Syndromes and a Century,Apichatpong Weerasethakul,2006,Kenji Fujishima,US,Freelance film critic,,M
In Jackson Heights,Frederick Wiseman,2015,Kenji Fujishima,US,Freelance film critic,,
"Synecdoche, New York",Charlie Kaufman,2008,Kenji Fujishima,US,Freelance film critic,pass,
Love Exposure,Sion Sono,2008,Kenji Fujishima,US,Freelance film critic,,
The Tree of Life,Terrence Malick,2011,Kenji Fujishima,US,Freelance film critic,nopass,M
Casino Royale,Martin Campbell,2006,Kenji Fujishima,US,Freelance film critic,nopass,M
Oldboy,Park Chan-wook,2003,Ernesto Garratt,Chile,El Mercurio,nopass,
Children of Men,Alfonso Cuarón,2006,Ernesto Garratt,Chile,El Mercurio,pass,M
Mulholland Drive,David Lynch,2001,Ernesto Garratt,Chile,El Mercurio,,M
The Secret in Their Eyes,Juan José Campanella,2009,Ernesto Garratt,Chile,El Mercurio,nopass,M
Sicario,Denis Villeneuve,2015,Ernesto Garratt,Chile,El Mercurio,nopass,M
No,Pablo Larraín,2012,Ernesto Garratt,Chile,El Mercurio,nopass,
Donnie Darko,Richard Kelly,2001,Ernesto Garratt,Chile,El Mercurio,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Ernesto Garratt,Chile,El Mercurio,nopass,M
The Social Network,David Fincher,2010,Ernesto Garratt,Chile,El Mercurio,nopass,M
Whiplash,Damien Chazelle,2014,Ernesto Garratt,Chile,El Mercurio,nopass,
Ex Machina,Alex Garland,2015,Steven Gaydos,US,Variety,nopass,
Inside Out,Pete Docter,2015,Steven Gaydos,US,Variety,pass,
Animal Kingdom,David Michôd,2010,Steven Gaydos,US,Variety,nopass,
Apocalypto,Mel Gibson,2006,Steven Gaydos,US,Variety,pass,M
Three Monkeys,Nuri Bilge Ceylan,2008,Steven Gaydos,US,Variety,,
WALL-E,Andrew Stanton,2008,Steven Gaydos,US,Variety,nopass,M
Listen to Me Marlon,Stevan Riley,2015,Steven Gaydos,US,Variety,,
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Steven Gaydos,US,Variety,,
Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,2006,Steven Gaydos,US,Variety,nopass,M
Centochiodi,Ermanno Olmi,2007,Steven Gaydos,US,Variety,,
United 93,Paul Greengrass,2006,Noah Gittell,US,Washington City Paper,,M
Zodiac,David Fincher,2007,Noah Gittell,US,Washington City Paper,nopass,M
Bridesmaids,Paul Feig,2011,Noah Gittell,US,Washington City Paper,pass,
WALL-E,Andrew Stanton,2008,Noah Gittell,US,Washington City Paper,nopass,M
Brooklyn,John Crowley,2015,Noah Gittell,US,Washington City Paper,pass,
The Look of Silence,Joshua Oppenheimer,2014,Noah Gittell,US,Washington City Paper,,
Punch-Drunk Love,Paul Thomas Anderson,2002,Noah Gittell,US,Washington City Paper,nopass,M
12 Years a Slave,Steve McQueen,2013,Noah Gittell,US,Washington City Paper,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Noah Gittell,US,Washington City Paper,nopass,M
We Need to Talk About Kevin,Lynne Ramsay,2011,Noah Gittell,US,Washington City Paper,pass,F
Far From Heaven,Todd Haynes,2002,Owen Gleiberman,US,Variety,,M
Chuck & Buck,Miguel Arteta,2000,Owen Gleiberman,US,Variety,,M
Gladiator,Ridley Scott,2000,Owen Gleiberman,US,Variety,nopass,M
The Century of the Self,Adam Curtis,2002,Owen Gleiberman,US,Variety,,
Moulin Rouge!,Baz Luhrmann,2001,Owen Gleiberman,US,Variety,pass,M
Munich,Steven Spielberg,2005,Owen Gleiberman,US,Variety,nopass,M
Casino Royale,Martin Campbell,2006,Owen Gleiberman,US,Variety,nopass,M
Lilya 4-Ever,Lukas Moodysson,2002,Owen Gleiberman,US,Variety,pass,M
Sideways,Alexander Payne,2004,Owen Gleiberman,US,Variety,pass,M
Inglourious Basterds,Quentin Tarantino,2009,Owen Gleiberman,US,Variety,pass,M
Mulholland Drive,David Lynch,2001,Ed Gonzalez,US,Slant Magazine,,M
In the Mood for Love,Wong Kar-wai,2000,Ed Gonzalez,US,Slant Magazine,,M
The New World,Terrence Malick,2005,Ed Gonzalez,US,Slant Magazine,pass,M
Certified Copy,Abbas Kiarostami,2010,Ed Gonzalez,US,Slant Magazine,pass,M
Femme Fatale,Brian De Palma,2002,Ed Gonzalez,US,Slant Magazine,pass,M
Margaret,Kenneth Lonergan,2011,Ed Gonzalez,US,Slant Magazine,pass,M
Under the Skin,Jonathan Glazer,2013,Ed Gonzalez,US,Slant Magazine,nopass,
This Is Not a Film,Mojtaba Mirtahmasb and Jafar Panahi,2011,Ed Gonzalez,US,Slant Magazine,,
Two Lovers,James Gray,2008,Ed Gonzalez,US,Slant Magazine,,M
Heart of a Dog,Laurie Anderson,2015,Ed Gonzalez,US,Slant Magazine,,
In the Mood for Love,Wong Kar-wai,2000,Juan Carlos González,Colombia,El Tiempo,,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Juan Carlos González,Colombia,El Tiempo,,
A Separation,Asghar Farhadi,2011,Juan Carlos González,Colombia,El Tiempo,pass,M
Son of Saul,László Nemes,2015,Juan Carlos González,Colombia,El Tiempo,,
Elephant,Gus Van Sant,2003,Juan Carlos González,Colombia,El Tiempo,pass,M
A Prophet,Jacques Audiard,2009,Juan Carlos González,Colombia,El Tiempo,,M
There Will Be Blood,Paul Thomas Anderson,2007,Juan Carlos González,Colombia,El Tiempo,nopass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Juan Carlos González,Colombia,El Tiempo,,M
Frances Ha,Noah Baumbach,2012,Juan Carlos González,Colombia,El Tiempo,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Juan Carlos González,Colombia,El Tiempo,nopass,M
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Carmen Gray,Germany,Berlin Critics’ Week,,
The Act of Killing,Joshua Oppenheimer,2012,Carmen Gray,Germany,Berlin Critics’ Week,,
White Material,Claire Denis,2009,Carmen Gray,Germany,Berlin Critics’ Week,pass,F
Even If She Had Been a Criminal...,Jean-Gabriel Périot,2006,Carmen Gray,Germany,Berlin Critics’ Week,,
Spring Breakers,Harmony Korine,2012,Carmen Gray,Germany,Berlin Critics’ Week,pass,
In the Mood for Love,Wong Kar-wai,2000,Carmen Gray,Germany,Berlin Critics’ Week,,M
Stranger by the Lake,Alain Guiraudie,2013,Carmen Gray,Germany,Berlin Critics’ Week,nopass,
Colossal Youth,Pedro Costa,2006,Carmen Gray,Germany,Berlin Critics’ Week,,
Story of My Death,Albert Serra,2013,Carmen Gray,Germany,Berlin Critics’ Week,,
Aurora,Cristi Puiu,2010,Carmen Gray,Germany,Berlin Critics’ Week,nopass,
Dogville,Lars von Trier,2003,Tim Grierson,US,Screen International,pass,M
Zodiac,David Fincher,2007,Tim Grierson,US,Screen International,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Tim Grierson,US,Screen International,nopass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Tim Grierson,US,Screen International,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Tim Grierson,US,Screen International,,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Tim Grierson,US,Screen International,,
The Master,Paul Thomas Anderson,2012,Tim Grierson,US,Screen International,nopass,M
It's Such a Beautiful Day,Don Hertzfeldt,2012,Tim Grierson,US,Screen International,,
Boyhood,Richard Linklater,2014,Tim Grierson,US,Screen International,pass,M
Shutter Island,Martin Scorsese,2010,Tim Grierson,US,Screen International,nopass,M
Saraband,Ingmar Bergman,2003,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,,
Memento,Christopher Nolan,2000,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,nopass,M
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,pass,
The Return,Andrey Zvyagintsev,2003,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,,
Amour,Michael Haneke,2012,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,pass,M
Mulholland Drive,David Lynch,2001,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,,M
Import Export,Ulrich Seidl,2007,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,,
Son of Saul,László Nemes,2015,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,,
Kill Bill: Vol. 1,Quentin Tarantino,2003,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,pass,M
The Revenant,Alejandro González Iñárritu,2015,Jean-Philippe Guerand,France,L'Avant-Scène Cinéma,nopass,M
Tropical Malady,Apichatpong Weerasethakul,2004,Antoine Guillot,France,France Culture,nopass,M
Mulholland Drive,David Lynch,2001,Antoine Guillot,France,France Culture,,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Antoine Guillot,France,France Culture,,
Tie Xi Qu: West of the Tracks,Wang Bing,2002,Antoine Guillot,France,France Culture,,
Le filmeur,Alain Cavalier,2005,Antoine Guillot,France,France Culture,,
Holy Motors,Leos Carax,2012,Antoine Guillot,France,France Culture,nopass,
Elephant,Gus Van Sant,2003,Antoine Guillot,France,France Culture,pass,M
A Touch of Sin,Jia Zhangke,2013,Antoine Guillot,France,France Culture,,
Pan's Labyrinth,Guillermo Del Toro,2006,Antoine Guillot,France,France Culture,,
Spirited Away,Hayao Miyazaki,2001,Antoine Guillot,France,France Culture,pass,M
The New World,Terrence Malick,2005,Tom Gunning,US,University of Chicago,pass,M
Capitalism: Child Labor,Ken Jacobs,2007,Tom Gunning,US,University of Chicago,,
Psalm III: 'Night of the Meek',Phil Solomon,2002,Tom Gunning,US,University of Chicago,,
Goodbye to Language,Jean-Luc Godard,2014,Tom Gunning,US,University of Chicago,,M
Daylight Moon,Lewis Klahr,2002,Tom Gunning,US,University of Chicago,,
Oldboy,Park Chan-wook,2003,Tom Gunning,US,University of Chicago,nopass,
A Commuter’s Life (What a Life!),What a Life!) (Ernie Gehr,2014,Tom Gunning,US,University of Chicago,,
The Fourth Watch,Janie Geiser,2000,Tom Gunning,US,University of Chicago,,
